Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
581;Hélder Costa;ANG;MF;Leeds United;Premier League;28;1994;1;0;22;0.2;0;5;0;0;0;0;22.kwi;0;0;0;20;20;100;325;0;15;15;100;5;5;100;0;0;0;0;0;0;0;0;0;20;20;0;0;0;5;0;0;0;0;0;0;15;5;0;15;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;45;10;22.lut;5;25;15;0;0;0;0;0;0;0;0;30;0;5;15;10;0;30;0;0;0;0;0;10;30;0;0;0;0;0;0;40;25;62.5;0;0;0;0;10;10;0;0;0;0;0;0;0;0;5;0
582;Jaume Costa;ESP;DF;Mallorca;La Liga;34;1988;25;21;1828;20.mar;0;0.49;0.1;20;0;0;18.mar;0;0;0;36.2;49.3;73.3;629.4;270.4;17.lut;19.wrz;86.6;15.lut;19.wrz;76.4;03.mar;lip.73;42.7;0.2;01.sie;sty.87;sty.43;0.64;mar.84;49.3;39;10.mar;0.59;0.1;05.gru;0.74;lut.66;0;0;0;0;24.cze;wrz.41;15.mar;27.lut;sie.33;03.maj;09.lip;0.15;36.2;0.1;01.mar;sty.38;sty.87;sty.87;sty.53;0.2;0;0;0.05;0.1;0.3;0.25;0;0;0;0;0.05;02.gru;sty.18;sty.18;0.64;0.3;0.84;sty.28;65.4;0.44;09.sty;lut.76;30.cze;03.maj;mar.55;sty.97;sty.58;0.39;0;sty.18;sty.33;mar.45;lut.46;0;59.2;mar.79;17.sty;25.sty;20;sty.13;48.9;0.54;0.74;73.3;0.54;0;31;153.6;92.7;kwi.88;sty.48;0.1;0.74;0.64;34;30.maj;89.7;lut.46;0.25;0.05;0;01.sie;sty.63;0.1;lut.66;sty.18;0;0;0;wrz.75;sty.38;sty.43;49.1
583;Benoît Costil;FRA;GK;Bordeaux;Ligue 1;34;1987;25;25;2250;25;0;0;0;0;0;0;0;0;0;0;24.wrz;36;69.3;863.3;541.7;mar.32;mar.36;98.8;9;09.sie;99.1;12.cze;23.maj;53.5;0;0.04;0.28;0.04;0;0.08;36;23.cze;12.kwi;mar.68;0.04;sty.96;sty.84;0;0;0;0;0;15.sie;sty.68;18.kwi;sty.52;30;0;0.04;3;24.wrz;0.04;sty.24;0.24;0;0.16;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0;0.04;0.12;0;0;0.12;0;0;0;0;0;0;0;0;0;0.16;38.6;32.6;38.1;0.8;0;0;26.mar;0;0.04;0;0;0;17.maj;79.2;44.2;0;0;0;0.04;0;16.kwi;16.mar;99.8;0;0.04;0;0;0;0.2;0;0;0;0;0;0;04.sie;0;0;0
584;Vladimír Coufal;CZE;DF;West Ham;Premier League;29;1992;28;25;2209;24.maj;0;0.45;0.16;36.4;0;0;17;0;0;0;40.1;57.8;69.3;682;312.7;19;22.kwi;84.7;17.sty;23.mar;73.3;mar.27;wrz.39;34.8;0.16;0.82;lut.61;sty.27;0.69;kwi.29;57.8;45.9;11.wrz;0.73;0;maj.96;0.86;mar.27;0.04;0.04;0;0;25.lip;14.kwi;17.lip;04.wrz;36.2;04.kwi;11.sty;0.37;40.1;0.33;sty.22;sty.96;lut.33;sty.88;sty.43;0.33;0;0.04;0.04;0.04;0.29;0.24;0.04;0;0;0;0;01.sie;0.9;01.lut;0.45;0.33;0.65;sty.51;43.2;0.86;12.mar;mar.22;26.lut;maj.76;4;lut.53;02.kwi;0.37;0;sty.67;sty.39;mar.18;03.lut;0;68.1;kwi.41;19.sie;28.lut;24.sty;sty.14;56.3;0.53;sty.14;46.4;0.57;0;34.6;187.3;93.1;03.sie;sty.59;0.29;0.69;0.69;40.1;36;89.7;sty.92;0.2;0.04;0.04;sty.22;0.82;0.08;mar.27;0.9;0;0;0.04;10.sie;sty.63;sty.71;48.8
585;Kalifa Coulibaly;MLI;FW;Nantes;Ligue 1;30;1991;21;9;850;09.kwi;0.53;lut.87;sty.17;40.7;0.19;0.45;08.wrz;0;0;0;12.lip;21.maj;58.9;151.3;34.1;wrz.68;13.sie;70;02.lut;maj.53;36.5;0.53;0.74;71.4;0;sty.17;0.53;0.74;0.11;sty.38;21.maj;20.lut;sty.28;0;0;10.lut;0.11;0.32;0;0;0;0;wrz.47;cze.49;maj.53;01.cze;wrz.47;lut.13;0;lut.13;12.lip;0.11;0.74;01.cze;0.74;lut.23;01.lip;0;0.11;0.21;0;0.21;0;0;0;0;0;0;0;0.64;0.53;0;0.21;0.43;0;0.43;0;0.43;wrz.79;lut.98;30.kwi;0.74;03.kwi;maj.64;0.32;0.11;0;0.21;0.43;01.cze;01.cze;0;31.2;sty.38;sty.91;14.kwi;16;maj.43;29.wrz;0.21;0.43;50;0.32;0;12.wrz;50.4;23.sty;sty.38;0.43;0.43;lut.23;sty.49;41.7;24.mar;58.2;kwi.89;0.11;0;0;sty.28;0.85;0.74;0.32;0.53;0;0;0;lut.45;lip.45;kwi.36;63.1
586;Lassana Coulibaly;MLI;MF;Salernitana;Serie A;26;1996;31;29;2332;25.wrz;0;0.85;0.27;31.sie;0;0;23.wrz;0;0;0;27;33.1;81.8;455.1;126.6;13.kwi;15.kwi;87;10.kwi;12.mar;84.9;02.lip;mar.82;70.7;0;0.39;lut.59;0.42;0.04;lut.43;33.1;32;01.kwi;0.77;0;kwi.83;0.42;0.35;0.04;0;0.04;0;25.maj;mar.47;04.maj;sty.66;29.mar;0.97;0.12;0.23;27;0.12;0.58;0.97;1;sty.24;0.93;0;0;0.12;0.15;0.04;0;0;0;0;0;0;0;lut.36;sty.74;sty.24;0.97;0.15;0.73;sty.97;37.3;sty.24;21.maj;maj.68;26.kwi;wrz.23;wrz.81;lut.47;sty.97;0.46;0;sty.51;sty.58;mar.94;sty.24;0;44.3;02.lip;11.maj;26.sty;10.kwi;0.54;43.5;sty.39;lut.66;52.2;sty.51;0.12;29.lip;198.3;91.4;04.wrz;01.gru;0.04;0.93;0.66;29.sty;24.wrz;85.4;sty.24;0.12;0;0;sty.51;02.gru;0;0.35;sty.74;0;0;0;10.cze;01.sie;01.sie;50
587;Mamadou Coulibaly;SEN;MF;Salernitana;Serie A;23;1999;12;9;808;9;0.22;01.lis;0.44;40;0.2;0.5;18.lut;0;0;0;28.lut;37;76.3;488.9;142.7;13.sty;15.wrz;82.5;11.cze;13.lip;84.6;3;kwi.78;62.8;0;0.56;mar.22;0.22;0.11;3;37;36.4;0.56;0.44;0;7;0.89;0.56;0;0;0;0;25.wrz;cze.22;kwi.89;sie.33;26.mar;sty.33;0.11;0;28.lut;0.11;0.22;sty.33;lut.44;lut.33;sty.78;0.11;0.11;0.11;0.22;0;0.11;0;0;0.11;0;0;0;02.lis;1;sty.33;0.33;0.44;0.56;sty.67;33.3;01.lis;20.wrz;mar.89;18.cze;sie.56;lip.78;kwi.56;lut.56;0;0;lut.56;lut.33;kwi.44;sty.22;0;51.3;sty.89;12.sty;27.lip;16.kwi;sty.89;50.9;sty.67;2;83.3;sty.67;0.11;34.9;214.6;99.7;kwi.56;2;0.33;sty.33;2;37.4;30;80.1;mar.56;0.11;0;0;sty.89;01.lis;0;0.56;1;0.11;0;0;10.wrz;01.lis;sty.22;47.6
588;Tanguy Coulibaly;FRA;DFFW;Stuttgart;Bundesliga;21;2001;21;11;1079;12;0;01.sie;0.25;23.sty;0;0;16.mar;0;0;0;21.cze;28.mar;76.2;319.3;70.1;12.cze;14.sie;84.8;lip.67;10.mar;74.8;0.92;sty.67;55;0.08;0.58;0.83;0.42;0.08;sty.25;28.mar;24.maj;mar.83;0.08;0;lip.17;0.33;01.sie;0;0;0;0;20;maj.67;lut.67;20.mar;mar.33;0.83;mar.17;0.17;21.cze;0.08;0.42;sty.42;sty.67;sty.75;01.sie;0;0.25;0;0.25;0.17;0.08;0.08;0;0;0;0;0;lut.17;01.sie;sty.33;0.83;0;0.83;01.maj;55.6;0.67;21.mar;kwi.75;22.kwi;cze.42;sie.67;cze.17;sty.67;0.25;0;sty.42;0.58;lut.75;0.67;0;42.2;0.83;sie.58;18.mar;18.sty;lut.58;38.3;sty.58;mar.58;44.2;sty.92;0.25;30.kwi;139.6;76.2;mar.75;01.sie;0.67;mar.33;sty.58;39.7;26.sie;67.6;maj.58;0.67;0;0;02.sie;sty.42;0.5;01.sie;01.sie;0;0;0;maj.75;0.92;sty.42;39.3
589;Thibaut Courtois;BEL;GK;Real Madrid;La Liga;30;1992;36;36;3240;36;0;0;0;0;0;0;0;0;0;0;26;31.6;82.2;659.9;354.4;kwi.89;kwi.89;100;14.mar;14.kwi;99.8;cze.64;12.mar;54.2;0;0;0.11;0;0;0.03;31.6;24.cze;7;sty.17;0;lut.36;0.64;0;0;0;0;0;22;01.sie;sie.53;16.wrz;09.lis;0.03;0;maj.22;26;0.06;0.83;0.39;0;0.08;0.08;0;0;0;0;0;0.03;0.03;0;0;0;0;0;0;0;0;0;0;0;0.03;0;0.03;0.11;0;0;0.11;0;0;0;0;0;0;0;0;0.03;0.03;33.6;30.mar;33.5;0.08;0;0;26.cze;0;0;0;0;0;18.mar;81.3;40.6;0;0;0;0;0;18.cze;18.kwi;99.1;0;0.03;0;0;0.03;0.06;0;0;0;0;0.03;0;mar.69;0;0;0
590;Philippe Coutinho;BRA;MFFW;Aston Villa;Premier League;29;1992;19;16;1329;14.sie;0.34;lut.91;01.sie;37.2;0.12;0.31;20.cze;0.34;0;0;35.6;43.3;82.2;609.5;153.9;18.mar;20.wrz;87.7;12.cze;14.cze;86.6;mar.72;maj.68;65.5;0.2;sty.69;kwi.59;0.88;0.2;04.maj;43.3;41.1;lut.16;0.47;0.2;07.lip;0.81;0.88;0.41;0.2;0.2;0;33;mar.72;cze.55;lut.36;38.7;01.sie;0.2;0.54;35.6;0.34;0.74;sty.55;sty.15;mar.65;lut.57;0.27;0.27;0.34;0.2;0;0.41;0.34;0;0;0.07;0;0;sty.35;0.74;0.34;0.54;0.47;0.47;0.95;50;0.47;14.wrz;mar.24;21.lip;mar.45;lip.43;04.maj;sty.15;0.07;0;01.sie;0.54;sty.89;0.2;0;55.7;0.54;06.sty;30.maj;24;mar.51;53.2;sty.82;lut.84;64.3;sty.89;0.41;42.5;220.5;132.6;07.lip;lut.97;0.88;lut.57;sty.69;52.3;43;82.3;kwi.59;0;0;0;0.68;sty.49;0.27;0.88;0.74;0;0;0;cze.28;0.41;sty.49;21.kwi
591;Philippe Coutinho;BRA;MFFW;Barcelona;La Liga;29;1992;12;5;503;05.cze;0.36;04.lis;01.lip;26.sty;0.04;0.17;18;0.18;0.18;0.18;49.1;58.6;83.8;762.3;184.5;29.cze;31.mar;94.9;13;16.cze;78.5;kwi.64;lip.86;59.1;0;0.36;04.lis;lut.32;0.36;kwi.64;58.6;55;mar.57;sty.25;0;sie.57;lut.14;sty.61;sty.61;0.54;0.71;0;44.6;lip.32;cze.61;lut.86;53.9;0.36;0.71;0.54;49.1;0.18;sty.25;sty.43;0.89;lut.86;sty.96;0.36;0.18;0;0.18;0.18;0.71;0.54;0;0;0;0.18;0;sty.43;0.89;0.36;0.54;0.54;0.54;sty.43;37.5;0.89;11.mar;lut.86;25.kwi;lut.14;5;04.lis;sty.43;0;0;sty.43;01.lip;02.maj;0.18;0.18;75.2;0.89;kwi.82;34.3;43.9;kwi.64;72;lut.14;mar.57;60;lut.14;0.71;58.2;299.6;165.2;wrz.46;mar.93;0.89;lut.14;mar.93;72.9;62.5;85.8;wrz.46;0.18;0;0;sty.43;mar.21;0.36;sty.61;0.89;0.18;0;0;kwi.64;0.36;0.71;33.3
592;Nicolas Cozza;FRA;DF;Montpellier;Ligue 1;23;1999;34;32;2770;30.sie;0.06;0.19;0.1;50;0.33;0.67;14;0;0;0;36.8;44.8;82.1;746.6;227;11.maj;13.sty;87.9;19.sty;21.wrz;87.1;maj.49;sie.34;65.8;0.06;0.32;sty.46;0.36;0.13;lut.24;44.8;40.4;kwi.38;0.78;0.03;mar.83;0.81;0.42;0;0;0;0;30.maj;maj.71;sie.57;27.lip;wrz.94;lut.63;mar.57;0.13;36.8;0.03;01.lut;0.84;0.84;0.75;0.58;0.03;0.03;0;0.1;0;0.16;0.13;0;0.03;0;0;0;lut.73;sty.53;sty.69;0.78;0.26;0.75;02.lis;35.4;sty.36;11.sie;04.cze;34.3;cze.53;mar.99;01.mar;sty.62;0.62;0;01.sty;lut.24;kwi.97;mar.18;0.1;55.7;cze.75;29.mar;24.lut;07.sty;01.lip;51.5;0.39;0.62;63.2;0.39;0;33.6;220.6;101.4;lut.76;0.84;0.19;0.81;0.52;35.5;33.5;94.2;0.55;0.06;0.03;0;01.lip;0.68;0.03;0.42;sty.53;0;0;0;cze.88;sty.49;sty.27;54.1
593;Alessio Cragno;ITA;GK;Cagliari;Serie A;27;1994;35;35;3150;35;0;0;0;0;0;0;0;0;0;0;21.cze;34.7;62.2;819.3;597.7;mar.14;mar.17;99.1;06.lut;cze.37;97.3;12.sty;25;48.4;0;0;0.74;0;0;0;34.7;21.lip;13;mar.97;0;sty.69;0.66;0;0;0;0;0;11;01.cze;22.cze;mar.43;25.wrz;0.03;0;03.lut;21.cze;0.26;01.mar;0.2;0.09;0.06;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0.03;0.03;0.03;0;0;0.03;0.03;100;0;0.14;0.06;40;0.11;0.03;0;0;0;0;0;0;0.03;0.03;0.06;37.2;32.6;37;0.26;0;0;24.mar;0;0;0;0;0;16.mar;87.3;53.1;0;0;0;0.03;0.03;14.cze;14.maj;99.6;0;0.09;0;0;0.03;0.26;0;0;0.03;0;0.03;0;kwi.31;0;0;0
594;Aaron Cresswell;ENG;DF;West Ham;Premier League;32;1989;31;31;2726;30.mar;0.07;0.59;0.1;16.lip;0.11;0.67;19.wrz;0.26;0;0;54.2;67.6;80.2;983.1;410.3;24.lut;26.sty;92.7;23.maj;26.cze;88.1;maj.91;12.cze;46.9;0.1;sty.16;kwi.19;0.79;0.26;05.gru;67.6;56.3;11.mar;sty.88;0;06.wrz;sty.58;02.sie;sty.72;0.43;sty.29;0;41.8;11.cze;14.sty;53.3;mar.99;sty.52;lip.69;0.23;54.2;0.33;0.96;sty.88;sty.85;sty.62;0.89;0.66;0;0.07;0;0;0.17;0.07;0.1;0;0;0;0;0.99;0.63;0.66;0.26;0.07;0.46;0.89;51.9;0.43;07.mar;lut.21;31.maj;mar.66;lut.41;0.96;sty.58;0.56;0;01.lut;sty.42;lut.41;lut.51;0.03;75.6;kwi.72;23.kwi;36.2;20.lut;0.96;64.3;0.1;0.43;23.sty;0.1;0.1;46.2;196.5;97.8;mar.63;sty.55;0.07;0.3;0.36;50.2;48.3;96.4;0.96;0.1;0;0;0.66;0.43;0.07;02.sie;0.63;0;0.03;0;08.lut;sty.19;0.99;54.5
595;Charlie Cresswell;ENG;DF;Leeds United;Premier League;19;2002;5;1;141;01.cze;0;0.63;0;0;0;0;10;0;0;0;45;60;75;999.4;297.5;10.cze;11.wrz;89.5;26.mar;28.sie;91.3;sie.13;18.sie;43.3;0;0;sty.88;0;0;mar.13;60;59.4;0.63;0.63;0;5;sty.25;0;0;0;0;0;36.9;cze.25;16.wrz;kwi.38;48.1;cze.88;0;0;45;0.63;0.63;0;sty.25;0.63;0.63;0;0;0;0;0;0;0;0;0;0;0;0;kwi.38;sty.88;02.maj;sty.88;0;sty.88;sty.88;100;0;18.sty;mar.13;17.lut;sie.75;wrz.38;0;sty.25;0.63;0;0.63;02.maj;cze.88;cze.25;0;75;12.maj;49.4;29.kwi;02.maj;0.63;74.4;0.63;0.63;100;0.63;0;45;345;220.6;sty.88;0;0;sty.25;0;48.8;48.8;100;0.63;0.63;0;0;sty.88;sty.25;0.63;0;sty.88;0;0;0;10.cze;kwi.38;sty.88;70
596;Domenico Criscito;ITA;DF;Genoa;Serie A;35;1986;20;18;1618;18;0.33;0.94;0;0;0;0;31.4;0;0.33;0.39;43.9;55.8;78.7;857.7;337.6;16.lut;17.cze;91.8;21.cze;25;86.2;maj.61;11.sie;47.6;0.06;0.39;03.lis;0.78;0.33;kwi.39;55.8;47;sie.83;lut.94;0;05.maj;sty.56;02.lis;0.39;0.17;0.17;0.06;33.1;wrz.89;12.wrz;40.5;cze.33;lut.61;05.cze;0.28;43.9;0.61;0.83;sty.17;0.83;01.cze;0.72;0.17;0;0.11;0;0.06;0.11;0.06;0;0;0;0;0.06;2;sty.22;0.89;0.89;0.22;0.83;sty.39;60;0.56;10.wrz;mar.94;36;maj.44;04.cze;sty.44;lut.17;0.67;0;01.maj;lut.33;kwi.33;mar.28;0;67.4;06.maj;25.sie;32.2;13.kwi;0.94;58.9;0.39;0.5;77.8;0.39;0;37.2;199.4;115.2;04.lis;sty.44;0.17;0.5;0.5;37.5;36.6;97.5;0.5;0.22;0;0;sty.39;sty.67;0;02.lis;sty.22;0;0;0;11.kwi;01.maj;0.83;64.3
597;Bryan Cristante;ITA;MF;Roma;Serie A;27;1995;34;29;2678;29.sie;0.07;sty.31;0.17;12.sie;0.05;0.4;15.sty;0;0;0;49.6;60.2;82.4;1078.8;319.2;15.sie;18.sie;83.9;23.maj;26.maj;88.7;wrz.83;13.cze;72.3;0;0.7;lip.52;0.77;0.07;maj.97;60.2;58;lut.25;02.sie;0.13;09.cze;lut.21;0.47;0;0;0;0;41.2;cze.34;12.cze;cze.41;48.6;lut.79;0.17;0.03;49.6;0.17;0.74;sty.58;0.97;sty.64;sty.31;0;0;0.23;0.03;0.07;0.03;0;0;0;0.03;0;0;lut.89;sty.95;01.kwi;sty.61;0.23;01.kwi;sty.88;55.4;0.84;20.cze;cze.44;31.2;lip.52;10.maj;lut.58;sty.51;0.27;0;sty.24;sty.58;kwi.46;sty.88;0;70.1;03.maj;17.kwi;46.2;10.sie;sty.34;68;0.47;0.74;63.6;0.5;0;43.1;227.5;109.4;kwi.87;sty.28;0.03;0.23;0.91;50.7;48.4;95.4;0.91;0.3;0;0;sty.61;0.6;0.03;0.47;sty.95;0;0.03;0.03;10.kwi;03.wrz;02.maj;60.1
598;Cristo;ESP;DF;Real Sociedad;La Liga;22;2000;1;0;17;0.2;0;5;0;0;0;0;35.3;0;0;0;55;60;91.7;910;545;30;30;100;10;10;100;5;10;50;0;5;0;10;5;10;60;45;15;0;0;0;5;5;0;0;0;0;35;5;20;45;0;0;15;0;55;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;20;0;0;0;15;5;0;0;0;0;0;0;0;0;75;0;25;30;25;0;60;0;10;0;0;0;55;280;200;10;5;0;0;0;45;40;88.9;0;0;0;0;5;0;0;5;0;0;0;0;20;0;5;0
599;Enzo Crivelli;FRA;FWMF;Saint-Étienne;Ligue 1;27;1995;4;0;102;01.sty;0;lut.73;0.91;33.3;0;0;13.lut;0;0;0;15.maj;20.wrz;73.9;201.8;32.7;sie.18;10.wrz;75;maj.45;cze.36;85.7;0;0.91;0;0;0;0.91;0;0;0.91;20.wrz;19.sty;sty.82;0;0;09.wrz;0;0;0;0;0;0;14.maj;mar.64;lut.73;mar.64;10.wrz;0.91;0;sty.82;15.maj;0;0;0.91;0;0.91;0.91;0;0;0;0;0;0;0;0;0;0;0;0;0.91;0.91;0;0;0.91;0;0;0;0;25.maj;cze.36;25;lut.73;sie.18;14.maj;0.91;0.91;0;0;0;0.91;0.91;0;32.7;0.91;lut.73;17.mar;14.maj;cze.36;30.wrz;sty.82;kwi.55;40;sty.82;0;20;58.2;17.mar;0.91;0.91;0.91;lut.73;0.91;36.4;25.maj;70;09.wrz;0;0;0;0.91;0;0;0;0.91;0;0;0;lut.73;mar.64;kwi.55;44.4
600;Domen ?rnigoj;SVN;MFDF;Venezia;Serie A;26;1995;34;22;1881;20.wrz;0.14;sty.58;0.57;36.4;0.09;0.25;22.lut;0;0;0;23.wrz;32.1;74.5;437.9;131.9;11.lip;13.wrz;84.1;sie.47;10.wrz;78;03.lis;05.lut;61.9;0.05;0.48;sty.91;0.48;0.19;lut.15;32.1;30.sie;sty.29;0.33;0;cze.22;0.62;01.sty;0;0;0;0;22.kwi;mar.73;maj.93;maj.69;22.wrz;sty.44;0.96;0.1;23.wrz;0.05;0.72;sty.39;sty.77;01.sty;1;0;0.05;0;0;0.05;0.05;0.05;0;0;0;0;0;sty.44;0.81;0.43;0.77;0.24;0.48;sty.29;37;0.81;16.kwi;mar.35;20.maj;kwi.59;lip.85;mar.92;02.lut;0.48;0;sty.72;02.cze;mar.49;sty.72;0;44.8;lut.82;12.lut;22.kwi;13.mar;sty.82;43.5;0.72;sty.58;45.5;0.81;0.24;27.lut;141.2;70;lut.92;sty.15;0.48;sty.29;sty.48;33;27.lut;82.5;lut.63;0.14;0;0;sty.53;0.77;0.05;01.sty;0.81;0;0.05;0;07.lip;sty.34;lut.63;33.7
601;Giovanni Crociata;ITA;FW;Empoli;Serie A;24;1997;1;0;15;0.2;0;5;0;0;0;0;10;0;0;0;35;45;77.8;460;90;25;30;83.3;10;15;66.7;0;0;0;0;0;5;5;0;5;45;45;0;0;0;5;0;0;0;0;0;0;40;5;0;0;45;0;0;0;35;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;50;10;20;0;25;25;0;0;0;0;0;0;0;0;55;0;0;20;40;5;55;0;5;0;0;0;45;415;190;10;0;0;0;0;50;45;90;0;0;0;0;5;0;0;0;0;0;0;0;10;0;0;0
602;Juan Cruz Armada;ESP;DF;Osasuna;La Liga;29;1992;23;22;1934;21.maj;0;0.14;0;0;0;0;17.lut;0;0;0;36.6;44.2;82.6;750.6;278.7;11.sie;13.sty;90.1;19.kwi;22.sty;87.8;maj.16;sie.33;62;0;0.09;02.cze;0.19;0.05;03.lut;44.2;40;kwi.19;sty.35;0.05;06.wrz;0.6;0.6;0;0;0;0;31.2;04.cze;sie.42;32.6;kwi.88;lut.93;lut.84;0.19;36.6;0.09;0.65;sty.35;0.51;0.28;0.23;0.05;0;0;0;0;0;0;0;0;0;0;0;01.mar;0.7;0.98;0.28;0.05;0.51;0.93;55;0.42;lip.21;lut.56;35.5;mar.58;mar.21;0.42;sty.21;0.6;0;0.6;02.maj;mar.35;lut.51;0;51.4;05.kwi;22.mar;28.lip;lut.93;0.28;47.3;0.37;0.51;72.7;0.37;0.05;31.mar;178.4;82.1;lut.19;0.37;0.05;0;0.33;30.cze;29.lip;97;0.42;0.19;0;0;0.93;0.28;0;0.6;0.7;0;0;0;wrz.44;01.mar;01.mar;50
603;Juan Cuadrado;COL;DFMF;Juventus;Serie A;34;1988;33;28;2487;27.cze;0.14;01.mar;0.47;36.1;0.11;0.31;21.sty;0.18;0;0;57.6;67.7;85.1;1183.7;369.7;21.lip;23.lip;91.6;25.sie;28.lip;89.7;wrz.64;13.wrz;69.1;0.11;lut.14;mar.91;sty.59;0.58;06.wrz;67.7;59.8;lip.86;sty.99;0;maj.58;mar.99;lut.93;sty.96;0.94;0.8;0.04;47.5;sie.62;11.maj;lip.36;54.4;01.lut;mar.91;0.25;57.6;0.11;0.69;sty.63;01.maj;mar.88;lut.57;0.76;0.25;0.07;0.11;0.11;0.4;0.22;0.04;0.11;0;0.04;0;02.lip;01.maj;sty.34;0.54;0.18;0.87;sty.52;57.1;0.65;11.sty;mar.77;33.9;kwi.96;kwi.53;sty.63;sty.45;0.18;0;sty.27;sty.56;mar.62;0.98;0;79.1;lut.54;19.lip;40;25.kwi;lut.64;71.6;sty.38;lut.54;54.3;sty.49;0.04;55.5;266;167.7;lip.32;02.sty;0.98;sty.27;01.wrz;61.1;56.1;91.8;03.mar;0.33;0;0;01.sty;sty.92;0.04;lut.93;01.maj;0;0;0;sie.33;0.65;0.62;51.4
604;Cucho;COL;FWMF;Watford;Premier League;23;1999;25;11;1147;12.lip;0.39;lut.76;0.79;28.cze;0.14;0.5;18.lip;0.39;0;0;20;31;64.5;357.5;126.3;wrz.92;12.wrz;76.8;06.mar;09.cze;69.6;03.lip;06.mar;48.8;0.16;01.maj;sty.73;sty.18;0.47;02.cze;31;27.wrz;mar.15;0.63;0.24;cze.93;sty.42;02.maj;sty.18;0.47;0.55;0;16.kwi;cze.46;sie.19;mar.86;22.mar;sty.97;0.55;0.24;20;0;0.87;sty.34;02.lut;mar.15;02.maj;0.31;0.39;0.24;0.08;0.08;0.47;0.24;0.08;0;0.08;0;0.08;sty.26;0.39;0.63;0.47;0.16;0.31;lut.52;12.maj;02.lut;20.maj;kwi.49;21.wrz;maj.51;sie.58;cze.38;0.94;0.08;0;0.87;0.87;lut.13;0.79;0;43.9;sty.34;07.wrz;18;22.kwi;lut.99;40.4;sty.81;mar.31;54.8;sty.97;0;28.sie;154.9;85.1;kwi.33;01.maj;0.55;02.lut;sty.34;41.8;28.mar;67.6;kwi.41;0.24;0;0;01.maj;01.lut;0.08;02.maj;0.39;0;0;0.08;07.sty;03.lip;mar.86;44.3
605;Marc Cucurella;ESP;DF;Brighton;Premier League;23;1998;35;35;3089;34.3;0.03;0.52;0.09;16.lip;0.06;0.33;20.wrz;0;0;0;55.2;67.7;81.6;927.9;332;27.mar;30.sty;90.8;22.kwi;26.sty;86.1;kwi.43;sie.19;54.1;0.03;sty.25;mar.88;sty.52;0.67;05.sty;67.7;57;10.lip;0.55;0.03;wrz.53;01.lis;lut.74;0.15;0.09;0;0;44;13.maj;10.lut;43.3;11;02.sty;wrz.97;0.26;55.2;0.17;0.82;lut.27;lut.36;lut.27;sty.92;0.2;0.03;0.06;0.03;0.03;0.06;0.03;0.03;0;0;0;0;lut.57;sty.81;01.maj;01.lis;0.41;01.kwi;lut.24;62.3;0.85;15.cze;maj.86;37.6;cze.27;cze.36;lut.94;02.sty;0.44;0.06;sty.66;02.sty;kwi.66;sty.92;0;78.5;mar.64;21.wrz;34.8;27.sty;sty.92;67.9;0.9;sty.72;52.5;01.lut;0.23;48.7;238.7;150.4;06.sty;sty.87;0.26;0.73;0.93;52.9;47.7;90.2;sty.98;0.17;0;0;01.lut;01.maj;0.09;lut.74;sty.81;0;0;0;10.sty;sty.57;sty.34;54
